날짜,시:분,온도 (℃),습도 (%),CO2 (ppm),토양온도 (℃),토양 EC (dS/m),토양수분 (%),일사 (w/㎡),EC (dS/m),pH (pH)
2022-09-03,5:00,21.93,99.3,311.17,22.88,0.5,25.33,0,3.39,7.35
2022-09-03,4:00,22.06,99.29,320.92,23.02,0.51,25.4,0,3.41,7.34
2022-09-03,3:00,22.05,99.28,313.67,23.16,0.51,25.47,0,3.43,7.33
2022-09-03,2:00,22.2,99.29,303.92,23.33,0.52,25.5,0,3.45,7.34
2022-09-03,1:00,21.95,99.21,300.67,23.45,0.53,25.56,0,3.5,7.32
2022-09-03,0:00,21.83,98.33,298.75,23.77,0.54,25.6,0,3.55,7.33
2022-09-04,23:00,24.21,99.18,317.58,25.73,0.56,26.78,0,3.45,6.88
2022-09-04,22:00,24.39,99.2,299.33,26.03,0.56,26.8,0,3.46,6.79
2022-09-04,21:00,24.54,99.17,275.58,26.31,0.57,26.81,0,3.5,6.7
2022-09-04,20:00,24.69,96.63,255.58,26.73,0.57,26.87,0,3.51,6.58
2022-09-04,19:00,25.42,92.79,237.33,27.48,0.57,26.92,0,3.5,6.47
2022-09-04,18:00,27.36,95.72,235.33,28.13,0.58,27.02,13.02,3.5,6.44
2022-09-04,17:00,27.87,89.43,217.58,28.24,0.58,27.21,59.71,3.51,6.46
2022-09-04,16:00,28.43,85.48,202.92,28.33,0.59,27.44,96.83,3.5,6.53
2022-09-04,15:00,29.08,84,197.17,28.4,0.58,27.81,148.64,3.41,6.61
2022-09-04,14:00,29.94,79.01,197,28.42,0.59,28.28,200.65,3.37,6.67
2022-09-04,13:00,30.34,80.31,183.33,27.83,0.6,28.19,296.54,3.33,6.98
2022-09-04,12:00,29.41,82.08,192.83,26.94,0.61,28.16,256.86,3.55,7.11
2022-09-04,11:00,27.84,84.03,205.92,25.79,0.62,28.31,249.33,3.54,7.28
2022-09-04,10:00,26.18,89.78,213.42,24.73,0.59,27.11,185.43,3.54,7.27
2022-09-04,9:00,24.54,95.83,222,24.03,0.49,24.5,116.28,3.49,7.33
2022-09-04,8:00,24.07,99.11,244,23.72,0.51,24.87,98.86,3.54,7.39
2022-09-04,7:00,22.78,99.28,290.33,23.43,0.51,25.02,44.89,3.51,7.39
2022-09-04,6:00,22.49,99.25,309.17,23.54,0.52,25.11,7.65,3.55,7.36
2022-09-04,5:00,22.52,99.26,320.36,23.7,0.52,25.2,0,3.56,7.33
2022-09-04,4:00,22.67,99.27,339.08,23.92,0.53,25.27,0,3.57,7.29
2022-09-04,3:00,22.73,99.25,330.25,24.16,0.53,25.33,0,3.57,7.25
2022-09-04,2:00,22.81,99.23,329.83,24.46,0.54,25.38,0,3.62,7.21
2022-09-04,1:00,23.03,99.22,323.58,24.82,0.55,25.43,0,3.66,7.17
2022-09-04,0:00,23.25,99.08,316.92,25.27,0.56,25.48,0,3.7,7.11
2022-09-05,23:00,20.94,99.33,254.83,22.69,0.58,27.96,0,3.31,7.63
2022-09-05,22:00,21.2,99.32,259.58,23.12,0.58,27.91,0,3.32,7.56
2022-09-05,21:00,21.52,99.32,264.25,23.61,0.59,27.9,0,3.38,7.5
2022-09-05,20:00,21.93,99.3,265.75,24.23,0.59,27.89,0,3.39,7.34
2022-09-05,19:00,22.89,99.23,266.33,25.07,0.58,27.85,0,3.37,7.14
2022-09-05,18:00,24.68,99.19,269.75,25.96,0.58,27.85,0,3.37,7
2022-09-05,17:00,25.25,99.18,252,26.22,0.59,27.91,2.16,3.39,6.91
2022-09-05,16:00,25.71,99.07,233.08,26.52,0.58,27.98,44.4,3.34,6.86
2022-09-05,15:00,26.36,99.07,230.5,26.77,0.58,28.1,46.81,3.36,6.88
2022-09-05,14:00,26.65,99.09,213.92,26.71,0.58,28.27,56.94,3.31,6.88
2022-09-05,13:00,27.03,99.08,208.5,26.58,0.58,28.07,71.88,3.04,6.99
2022-09-05,12:00,27.08,98.69,211.08,26.2,0.59,28.12,106.39,3.37,7.08
2022-09-05,11:00,26.42,97.18,226.92,25.6,0.59,28.13,136.26,3.33,7.18
2022-09-05,10:00,25.82,98.1,231.83,25.01,0.55,26.84,148.6,3.14,7.23
2022-09-05,9:00,24.81,99.15,239.5,24.58,0.53,26.22,103.22,3.38,7.24
2022-09-05,8:00,24.29,99.18,264.58,24.38,0.53,26.36,65.24,3.37,7.24
2022-09-05,7:00,23.58,99.19,298.92,24.21,0.54,26.43,30.85,3.4,7.22
2022-09-05,6:00,23.28,99.2,299.42,24.21,0.54,26.5,1.67,3.39,7.19
2022-09-05,5:00,23.23,99.2,336.75,24.38,0.54,26.52,0,3.39,7.15
2022-09-05,4:00,23.44,99.21,391.82,24.57,0.55,26.6,0,3.4,7.12
2022-09-05,3:00,23.61,99.21,385.33,24.77,0.54,26.63,0,3.39,7.08
2022-09-05,2:00,23.71,99.19,368,24.95,0.55,26.68,0,3.42,7.04
2022-09-05,1:00,23.84,99.2,352.25,25.18,0.55,26.7,0,3.44,7
2022-09-05,0:00,23.99,99.2,336.33,25.43,0.55,26.71,0,3.44,6.95
2022-09-06,23:00,19.37,96.64,316.42,21.55,0.57,26.4,0,3.61,7.45
2022-09-06,22:00,19.72,95.57,299.75,22.18,0.58,26.4,0,3.64,7.37
2022-09-06,21:00,20.27,94.13,284.75,22.98,0.57,26.4,0,3.62,7.23
2022-09-06,20:00,21.1,92.6,266.5,23.93,0.58,26.42,0,3.64,7.01
2022-09-06,19:00,22.42,88.55,243.5,25.05,0.58,26.49,0,3.64,6.76
2022-09-06,18:00,24.39,82.73,215.92,25.93,0.58,26.63,26.37,3.64,6.59
2022-09-06,17:00,25.55,78.72,204.58,26.49,0.59,26.89,107.69,3.65,6.53
2022-09-06,16:00,25.39,81,207.08,26.88,0.6,27.43,343.14,3.59,6.58
2022-09-06,15:00,24.85,87.94,200.67,26.81,0.6,28.28,381.81,3.5,6.65
2022-09-06,14:00,28.23,71.29,203,27.24,0.6,28.46,338.18,3.43,6.81
2022-09-06,13:00,29.82,61.68,200.75,26.69,0.57,28.34,456.33,2.98,6.97
2022-09-06,12:00,29.2,65.85,199.42,25.65,0.56,28.35,571.1,3.23,7.2
2022-09-06,11:00,27.03,73.68,197.83,24.23,0.57,28.55,297.48,3.21,7.34
2022-09-06,10:00,25.41,85.22,193.33,22.88,0.58,28.78,300.25,3.23,7.57
2022-09-06,9:00,23.71,99.22,196.92,22.02,0.56,28.16,143.26,3.09,7.85
2022-09-06,8:00,22.01,99.32,210.08,21.2,0.56,27.92,106.06,3.24,7.88
2022-09-06,7:00,20.4,99.38,238.5,20.73,0.56,28,37.81,3.24,7.88
2022-09-06,6:00,19.82,99.39,244.83,20.7,0.57,28,0,3.3,7.87
2022-09-06,5:00,19.69,99.39,243.42,20.87,0.57,28,0,3.3,7.85
2022-09-06,4:00,20.03,99.33,246.42,21.21,0.58,28,0,3.31,7.82
2022-09-06,3:00,20.32,99.33,248.27,21.49,0.58,28,0,3.33,7.79
2022-09-06,2:00,20.48,99.31,248.75,21.73,0.57,28,0,3.3,7.76
2022-09-06,1:00,20.6,99.33,253.67,22,0.57,27.99,0,3.29,7.72
2022-09-06,0:00,20.73,99.35,253.08,22.31,0.58,27.99,0,3.32,7.68
2022-09-07,23:00,20.01,96.11,311.42,22.43,0.6,26.6,0,3.71,7.22
2022-09-07,22:00,20.59,95.19,300.42,23.13,0.61,26.62,0,3.78,7.07
2022-09-07,21:00,21.26,94.44,288.08,23.97,0.61,26.68,0,3.8,6.88
2022-09-07,20:00,21.96,92.45,276.83,24.84,0.62,26.7,0,3.82,6.63
2022-09-07,19:00,23.21,87.58,259.67,25.98,0.63,26.78,0,3.87,6.4
2022-09-07,18:00,25.28,82.33,232.75,26.98,0.63,26.88,20.31,3.87,6.28
2022-09-07,17:00,27.38,72.01,213.25,27.73,0.63,27.19,102.36,3.84,6.31
2022-09-07,16:00,29.47,69.11,199.92,28.07,0.64,27.73,314.29,3.81,6.43
2022-09-07,15:00,29.66,65.42,190.33,27.77,0.65,28.21,299.27,3.71,6.54
2022-09-07,14:00,29.6,66.63,186.58,27.4,0.64,28.28,305.13,3.62,6.66
2022-09-07,13:00,29.58,71.2,185.58,26.78,0.62,28.38,385.51,3.21,6.81
2022-09-07,12:00,28.8,74.51,192.92,25.87,0.62,28.3,501.75,3.56,6.98
2022-09-07,11:00,27.95,77.18,198.92,24.83,0.62,28.43,431.22,3.52,7.14
2022-09-07,10:00,26.27,83.48,203.67,23.23,0.62,28.73,400.33,3.45,7.35
2022-09-07,9:00,24.2,90.41,216.08,21.79,0.59,27.53,253.48,3.39,7.58
2022-09-07,8:00,22.78,96.71,240.75,21.01,0.52,25.96,161.46,3.42,7.6
2022-09-07,7:00,20.97,99.32,300.45,20.3,0.54,26.15,108.6,3.44,7.61
2022-09-07,6:00,19.74,99.37,339,19.88,0.54,26.2,9.4,3.45,7.64
2022-09-07,5:00,19.31,99.4,342.17,19.73,0.54,26.24,0,3.46,7.66
2022-09-07,4:00,18.63,99.43,344.67,19.62,0.55,26.3,0,3.48,7.66
2022-09-07,3:00,18.54,99.27,338.08,19.88,0.55,26.3,0,3.51,7.63
2022-09-07,2:00,18.76,98.93,342,20.25,0.55,26.31,0,3.5,7.59
2022-09-07,1:00,18.98,98.63,333.09,20.65,0.55,26.34,0,3.49,7.54
2022-09-07,0:00,19.15,97.85,325,21.02,0.56,26.38,0,3.53,7.51
2022-09-08,23:00,20.83,96.39,344.17,23.07,0.57,26.6,0,3.55,6.91
2022-09-08,22:00,21.2,95.16,334.25,23.71,0.58,26.6,0,3.59,6.76
2022-09-08,21:00,21.78,94.04,316.25,24.51,0.57,26.6,0,3.56,6.56
2022-09-08,20:00,22.57,92.61,291.42,25.37,0.58,26.68,0,3.62,6.35
2022-09-08,19:00,23.55,88.02,265.83,26.3,0.59,26.7,0,3.63,6.16
2022-09-08,18:00,25.22,81.12,238,27.18,0.59,26.79,19.17,3.67,6.07
2022-09-08,17:00,27.1,69.26,219.42,27.99,0.6,27.03,98.54,3.66,6.1
2022-09-08,16:00,29.23,63.69,212.75,28.59,0.61,27.59,338.06,3.62,6.21
2022-09-08,15:00,30.12,62.49,203.58,28.88,0.62,28.14,283.56,3.58,6.2
2022-09-08,14:00,31.46,59.71,193.17,28.73,0.61,28.19,340.17,3.28,6.32
2022-09-08,13:00,31.31,62.63,188.58,27.74,0.6,28.1,427.07,3.54,6.47
2022-09-08,12:00,31.16,61.97,193.5,26.95,0.61,28.47,586.29,3.48,6.58
2022-09-08,11:00,29.81,65.38,193.33,25.35,0.6,28.24,485.27,3.46,6.82
2022-09-08,10:00,27.87,70.63,197.67,23.51,0.6,28.53,461.83,3.43,7.11
2022-09-08,9:00,25.17,82.08,218.17,21.47,0.62,28.63,509.89,3.4,7.42
2022-09-08,8:00,22.48,96.44,243.17,20.05,0.54,26.58,235.86,3.02,7.59
2022-09-08,7:00,19.08,99.31,307.45,18.77,0.55,26.57,104.61,3.48,7.64
2022-09-08,6:00,17.26,98.25,339.25,18.53,0.57,26.6,17.38,3.53,7.65
2022-09-08,5:00,17.23,97.57,346.58,18.85,0.57,26.6,0,3.58,7.62
2022-09-08,4:00,17.46,97.04,351.25,19.28,0.58,26.6,0,3.6,7.6
2022-09-08,3:00,17.75,96.19,344,19.8,0.57,26.6,0,3.58,7.57
2022-09-08,2:00,18.34,96.27,334.58,20.48,0.59,26.6,0,3.67,7.52
2022-09-08,1:00,18.96,96.78,325.18,21.13,0.59,26.6,0,3.65,7.45
2022-09-08,0:00,19.34,96.28,319.92,21.74,0.59,26.6,0,3.7,7.36
2022-09-09,23:00,21.88,94.98,295.25,23.97,0.57,25.9,0,3.67,6.57
2022-09-09,22:00,22.05,92.72,279.83,24.48,0.58,25.97,0,3.76,6.46
2022-09-09,21:00,22.62,91.03,271.42,25.18,0.58,26.05,0,3.74,6.3
2022-09-09,20:00,23.31,86.99,262.42,25.97,0.59,26.13,0,3.79,6.12
2022-09-09,19:00,24.22,78.62,245.17,26.83,0.61,26.27,0,3.87,5.93
2022-09-09,18:00,25.94,65.82,224.92,27.83,0.6,26.48,12.41,3.8,5.79
2022-09-09,17:00,28.37,58.1,201.33,28.61,0.61,26.93,95.24,3.81,5.76
2022-09-09,16:00,29.64,56.48,197.08,28.98,0.63,27.58,234.6,3.77,5.81
2022-09-09,15:00,31.4,58.48,187.25,29.23,0.63,28.16,341.84,3.56,5.86
2022-09-09,14:00,31.74,59.55,185.83,28.79,0.6,27.87,329.67,3.55,6.01
2022-09-09,13:00,31.17,61.38,183.33,27.73,0.6,28.27,430.61,3.5,6.13
2022-09-09,12:00,30.44,63.11,187.58,26.84,0.58,27.97,614.04,3.41,6.25
2022-09-09,11:00,29.91,63.25,195.08,25.81,0.57,28.14,492.55,3.3,6.37
2022-09-09,10:00,28.18,72.84,205.58,24.18,0.58,28.49,510.01,3.29,6.48
2022-09-09,9:00,25.43,85.37,221.92,22.13,0.59,28.56,501.1,3.25,7.07
2022-09-09,8:00,22.4,97.69,261.58,20.81,0.51,26.33,204.6,3.3,7.23
2022-09-09,7:00,19.85,99.36,345.92,20.01,0.53,26.49,89.38,3.32,7.24
2022-09-09,6:00,18.61,98.96,378.75,19.94,0.53,26.51,11.4,3.3,7.24
2022-09-09,5:00,18.8,98.68,375.92,20.32,0.54,26.54,0,3.41,7.21
2022-09-09,4:00,19.16,98.5,365.08,20.72,0.54,26.59,0,3.34,7.15
2022-09-09,3:00,19.52,98.28,355.25,21.13,0.54,26.6,0,3.35,7.14
2022-09-09,2:00,19.91,98.28,367.17,21.58,0.56,26.6,0,3.47,7.15
2022-09-09,1:00,20.08,97.48,372.42,21.97,0.56,26.6,0,3.52,7.1
2022-09-09,0:00,20.31,96.66,360.18,22.46,0.56,26.6,0,3.49,7.02
2022-09-10,23:00,21.58,97.65,300.27,23.21,0.58,26.9,0,3.56,6.85
2022-09-10,22:00,21.66,96.29,290.92,23.55,0.59,26.9,0,3.6,6.72
2022-09-10,21:00,22.04,94.97,275.75,24.07,0.59,26.94,0,3.59,6.56
2022-09-10,20:00,22.54,93.08,265.83,24.65,0.59,26.99,0,3.64,6.39
2022-09-10,19:00,23.38,88.58,249.08,25.31,0.6,27.04,0,3.68,6.22
2022-09-10,18:00,24.62,81.8,229.75,25.93,0.6,27.16,8.91,3.65,6.11
2022-09-10,17:00,26.16,74.07,198.83,26.44,0.62,27.39,63.45,3.69,6.08
2022-09-10,16:00,27.24,73.92,186.75,26.56,0.62,27.78,183.44,3.62,6.14
2022-09-10,15:00,27.52,71.19,188.5,26.64,0.62,28.19,198.29,3.57,6.19
2022-09-10,14:00,28.49,72.18,177.42,26.36,0.62,28.21,300.28,3.51,6.3
2022-09-10,13:00,27.83,72.14,186.92,25.73,0.63,28.29,346.15,3.26,6.38
2022-09-10,12:00,27.94,71.99,187.25,25.08,0.61,28.21,436.55,3.57,6.61
2022-09-10,11:00,26.51,80.18,182.5,23.55,0.62,28.43,456.45,3.54,6.88
2022-09-10,10:00,23.11,89.14,193,22.23,0.61,27.87,153.07,3.45,6.91
2022-09-10,9:00,23.09,85.84,201.67,21.86,0.59,27.24,145.5,3.51,6.98
2022-09-10,8:00,21.98,96.84,216.25,21.11,0.52,25.43,172.49,3.52,7.05
2022-09-10,7:00,20.16,98.58,271.92,20.8,0.55,25.52,43.39,3.67,7.07
2022-09-10,6:00,19.66,98.32,282.75,20.87,0.53,25.6,9.69,3.53,7.04
2022-09-10,5:00,19.67,97.59,285.5,21.13,0.54,25.65,0,3.58,7.01
2022-09-10,4:00,19.81,96.49,279.33,21.48,0.54,25.7,0,3.56,6.96
2022-09-10,3:00,20.13,96.25,281.5,21.93,0.55,25.72,0,3.63,6.87
2022-09-10,2:00,20.53,95.92,292.83,22.46,0.56,25.78,0,3.66,6.8
2022-09-10,1:00,21.21,96.56,303,23.07,0.57,25.83,0,3.73,6.72
2022-09-10,0:00,21.71,96.53,307.27,23.56,0.56,25.85,0,3.62,6.65
2022-09-11,23:00,23.03,99.19,347.73,24.74,0.61,26.37,0,3.86,6.49
2022-09-11,22:00,23.31,98.83,322.25,25.13,0.61,26.43,0,3.82,6.43
2022-09-11,21:00,23.56,97.55,299.25,25.57,0.61,26.52,0,3.85,6.36
2022-09-11,20:00,24.02,95.22,277.17,26.05,0.62,26.62,0,3.84,6.27
2022-09-11,19:00,24.46,90.7,255.42,26.55,0.62,26.71,0,3.87,6.15
2022-09-11,18:00,25.28,80.75,223.58,27.08,0.64,26.86,9.81,3.93,6.03
2022-09-11,17:00,26.97,70.33,202.92,27.76,0.64,27.2,94.95,3.89,5.95
2022-09-11,16:00,28.38,63.85,203.5,28.35,0.66,27.71,204.36,3.88,5.97
2022-09-11,15:00,30.3,62.83,189.25,28.88,0.65,28.23,271.27,3.73,6.02
2022-09-11,14:00,30.77,64.73,182.75,28.54,0.65,28.23,340.54,3.39,6.11
2022-09-11,13:00,31.24,62.37,187.42,28.1,0.63,28.09,391.25,3.68,6.27
2022-09-11,12:00,30.69,65.66,183.33,27.15,0.62,28.35,570.49,3.56,6.35
2022-09-11,11:00,30.11,67.76,188.33,26.04,0.6,28.11,512.17,3.49,6.58
2022-09-11,10:00,28.05,73.33,198.92,24.38,0.6,28.34,459.1,3.45,6.83
2022-09-11,9:00,25.41,82.73,203.17,22.7,0.61,28.38,412.01,3.39,7.07
2022-09-11,8:00,23.02,95.28,223.25,21.5,0.55,26.57,225.56,3.08,7.16
2022-09-11,7:00,20.83,99.18,300.58,20.89,0.55,26.58,70.33,3.47,7.21
2022-09-11,6:00,19.6,99.13,332.17,20.78,0.56,26.65,16.57,3.47,7.19
2022-09-11,5:00,19.86,99.18,335.5,21.1,0.57,26.7,0,3.5,7.16
2022-09-11,4:00,20.06,98.78,330.25,21.43,0.57,26.73,0,3.5,7.14
2022-09-11,3:00,20.39,98.58,316.92,21.82,0.57,26.78,0,3.53,7.1
2022-09-11,2:00,20.79,98.59,312.25,22.22,0.57,26.8,0,3.52,7.05
2022-09-11,1:00,21.2,98.77,309.92,22.58,0.58,26.82,0,3.55,7
2022-09-11,0:00,21.4,98.33,305.08,22.88,0.58,26.89,0,3.55,6.93
2022-09-12,23:00,22.18,99.26,339.82,23.47,0.6,27.65,0,3.54,6.5
2022-09-12,22:00,22.16,99.29,344.25,23.7,0.61,27.69,0,3.54,6.47
2022-09-12,21:00,22.16,99.28,336.08,24.03,0.62,27.7,0,3.61,6.41
2022-09-12,20:00,22.75,99.21,288.5,24.58,0.62,27.7,0,3.65,6.33
2022-09-12,19:00,23.57,98.36,272.5,25.18,0.61,27.71,0,3.59,6.25
2022-09-12,18:00,24.62,97.56,242.33,25.66,0.61,27.78,7.37,3.53,6.19
2022-09-12,17:00,25.25,95.83,220.5,25.88,0.62,27.83,49.49,3.59,6.15
2022-09-12,16:00,25.65,92.09,217.58,26.03,0.61,27.97,78.72,3.53,6.16
2022-09-12,15:00,25.89,92.61,215.58,26.05,0.63,28.21,104.56,3.59,6.19
2022-09-12,14:00,26.01,93.39,207.5,26.03,0.63,28.27,107.25,3.55,6.17
2022-09-12,13:00,26.37,92.54,196,25.98,0.64,28.43,154.21,3.62,6.24
2022-09-12,12:00,26.65,89.88,201.92,25.92,0.64,28.34,163.98,3.68,6.34
2022-09-12,11:00,27.24,87.04,210.67,25.61,0.65,28.28,223.57,3.69,6.51
2022-09-12,10:00,26.47,91.63,210.67,24.58,0.65,28.13,289.3,3.71,6.63
2022-09-12,9:00,24.74,97.78,223.42,23.63,0.57,26.12,166.91,3.27,6.68
2022-09-12,8:00,23.45,99.21,257.92,23.14,0.56,25.73,97.19,3.69,6.73
2022-09-12,7:00,22.38,99.24,320.42,22.86,0.57,25.87,49.37,3.74,6.75
2022-09-12,6:00,21.82,99.28,338,22.84,0.57,25.92,6.15,3.72,6.73
2022-09-12,5:00,21.94,99.28,352,23.06,0.58,25.99,0,3.73,6.71
2022-09-12,4:00,22.09,99.28,367.5,23.28,0.58,26.07,0,3.78,6.68
2022-09-12,3:00,22.26,99.25,379.33,23.53,0.58,26.12,0,3.72,6.66
2022-09-12,2:00,22.47,99.24,379.75,23.8,0.59,26.18,0,3.81,6.63
2022-09-12,1:00,22.64,99.22,371.92,24.08,0.6,26.26,0,3.8,6.59
2022-09-12,0:00,22.83,99.23,359.08,24.38,0.6,26.3,0,3.82,6.54
2022-09-13,23:00,22.86,96.44,248.42,24.03,0.59,27.48,0,3.51,6.43
2022-09-13,22:00,23.08,97.24,244.36,24.28,0.6,27.52,0,3.56,6.38
2022-09-13,21:00,23.25,98.37,245.67,24.58,0.59,27.6,0,3.5,6.32
2022-09-13,20:00,23.57,99.08,246,24.9,0.6,27.63,0,3.52,6.24
2022-09-13,19:00,23.82,97.23,240.67,25.18,0.61,27.7,0,3.55,6.16
2022-09-13,18:00,24.33,94.56,236.67,25.55,0.6,27.77,0,3.54,6.09
2022-09-13,17:00,25.22,91.24,214.17,25.91,0.6,27.85,26.62,3.51,6.06
2022-09-13,16:00,25.92,88.23,196.58,26.14,0.61,28.01,76.35,3.5,6.09
2022-09-13,15:00,26.45,86.11,191.25,26.28,0.61,28.46,118.15,3.51,6.14
2022-09-13,14:00,26.69,89.68,188.08,26.16,0.61,28.25,148.35,3.51,6.15
2022-09-13,13:00,26.65,89.28,190.33,26,0.61,28.2,139.64,3.18,6.18
2022-09-13,12:00,27.4,87.64,178.42,25.88,0.61,28.48,239.48,3.43,6.27
2022-09-13,11:00,27.01,89.32,181.42,25.19,0.61,28.63,253.89,3.39,6.34
2022-09-13,10:00,26.31,91.39,193.42,24.25,0.62,28.42,242.25,3.48,6.54
2022-09-13,9:00,24.98,95.21,197.17,23.18,0.58,27.33,216,3.24,6.59
2022-09-13,8:00,22.98,98.98,221.92,22.52,0.57,27.14,94.14,3.48,6.63
2022-09-13,7:00,21.93,99.29,240.25,22.24,0.58,27.31,44.65,3.48,6.64
2022-09-13,6:00,21.43,99.3,248.08,22.23,0.6,27.4,10.54,3.55,6.63
2022-09-13,5:00,21.45,99.29,249.58,22.39,0.6,27.45,0,3.57,6.62
2022-09-13,4:00,21.72,99.29,262.58,22.62,0.59,27.5,0,3.51,6.6
2022-09-13,3:00,21.88,99.29,251.5,22.76,0.6,27.56,0,3.53,6.59
2022-09-13,2:00,21.88,99.3,273.75,22.91,0.6,27.6,0,3.53,6.58
2022-09-13,1:00,21.99,99.31,334.17,23.11,0.59,27.6,0,3.5,6.56
2022-09-13,0:00,22.19,99.26,307.08,23.33,0.61,27.63,0,3.57,6.53
2022-09-14,23:00,21.32,93.08,249.17,23.03,0.59,26.01,0,3.79,6.5
2022-09-14,22:00,21.63,92.46,248.82,23.48,0.6,26.1,0,3.86,6.39
2022-09-14,21:00,22.07,88.81,241.5,23.98,0.6,26.22,0,3.81,6.26
2022-09-14,20:00,22.65,87.45,235.58,24.6,0.61,26.33,0,3.87,6.12
2022-09-14,19:00,23.48,85.36,233.75,25.28,0.62,26.48,0,3.89,5.96
2022-09-14,18:00,24.78,75.87,210.75,25.88,0.61,26.7,15.75,3.83,5.86
2022-09-14,17:00,26.09,72.33,189.92,26.3,0.63,27.07,85.84,3.88,5.83
2022-09-14,16:00,26.55,71.87,193,26.58,0.65,27.53,110.54,3.87,5.84
2022-09-14,15:00,27.83,71.08,173.67,26.85,0.66,28.19,216.53,3.84,5.96
2022-09-14,14:00,28.1,72.33,173.83,26.61,0.66,28.53,274.48,3.48,5.99
2022-09-14,13:00,28.32,72.59,168.33,26.18,0.65,28.48,326.09,3.72,6.04
2022-09-14,12:00,27.29,74.72,173.75,25.59,0.65,28.76,329.75,3.62,6.05
2022-09-14,11:00,27.08,73.58,178.58,25.25,0.63,28.38,275.25,3.57,6.13
2022-09-14,10:00,27.16,76.36,172.58,24.41,0.62,28.41,423.08,3.5,6.23
2022-09-14,9:00,25.29,79.68,171.83,22.96,0.62,28.43,385.11,3.43,6.63
2022-09-14,8:00,23.18,83.04,183.17,21.89,0.54,26.43,216,3.26,6.77
2022-09-14,7:00,21.19,87.39,212.83,21.42,0.56,26.72,95.93,3.5,6.81
2022-09-14,6:00,20.53,89.36,242.42,21.51,0.56,26.86,14.45,3.48,6.8
2022-09-14,5:00,20.73,89.13,245.33,21.76,0.57,27,0,3.48,6.78
2022-09-14,4:00,20.85,88.73,240,22.02,0.57,27.09,0,3.48,6.75
2022-09-14,3:00,21.11,87.28,240.33,22.33,0.58,27.18,0,3.49,6.69
2022-09-14,2:00,21.5,90.59,241.83,22.73,0.59,27.28,0,3.55,6.63
2022-09-14,1:00,21.8,93.44,240.75,23.15,0.59,27.34,0,3.56,6.56
2022-09-14,0:00,22.17,96.92,247.5,23.58,0.59,27.4,0,3.5,6.48
2022-09-15,23:00,23.64,99.28,304,25.37,0.69,26.77,0,4.29,6.17
2022-09-15,22:00,23.92,98.55,294.82,25.75,0.69,26.82,0,4.28,6.1
2022-09-15,21:00,24.27,96.57,276.92,26.23,0.7,26.93,0,4.29,6.01
2022-09-15,20:00,24.82,92.76,253.33,26.68,0.71,27.08,0,4.34,5.92
2022-09-15,19:00,25.38,85.67,231.17,27.2,0.71,27.29,0,4.3,5.83
2022-09-15,18:00,26.22,83.31,225.25,27.75,0.73,27.52,0,4.32,5.74
2022-09-15,17:00,27.47,80.98,204.92,28.29,0.74,27.8,44.65,4.3,5.69
2022-09-15,16:00,28.75,78.68,192.33,28.74,0.74,28.13,99.35,4.24,5.71
2022-09-15,15:00,30.22,78.1,181.42,29.05,0.74,28.6,244.73,4.19,5.76
2022-09-15,14:00,31.91,75.93,177.67,29.1,0.73,28.54,310.99,4.03,5.85
2022-09-15,13:00,31.23,78.71,174.5,28.39,0.71,28.55,306.67,3.63,5.93
2022-09-15,12:00,31.08,78.68,163.42,27.71,0.68,28.25,432.6,3.94,6.12
2022-09-15,11:00,30.11,79.94,162.58,26.33,0.67,28.28,493.37,3.87,6.37
2022-09-15,10:00,27.81,80.61,171,24.63,0.68,28.36,486.29,3.87,6.53
2022-09-15,9:00,25.61,85.29,180.42,22.98,0.6,26.51,464.8,3.47,6.57
2022-09-15,8:00,23.55,91.9,193,22.01,0.52,24.66,126.94,3.74,6.71
2022-09-15,7:00,21.62,95.32,210.5,21.33,0.54,25.11,88.24,3.74,6.78
2022-09-15,6:00,20.39,96.36,235.25,21.19,0.55,25.28,18.36,3.72,6.78
2022-09-15,5:00,20.34,95.04,237.25,21.28,0.56,25.38,0,3.76,6.77
2022-09-15,4:00,20.38,94.48,236.83,21.48,0.56,25.49,0,3.74,6.75
2022-09-15,3:00,20.6,95.4,246.92,21.73,0.56,25.61,0,3.71,6.72
2022-09-15,2:00,20.66,92.71,239.33,21.94,0.57,25.73,0,3.76,6.69
2022-09-15,1:00,20.75,92.28,243.08,22.23,0.58,25.82,0,3.83,6.65
2022-09-15,0:00,21.04,92.75,248.5,22.6,0.58,25.91,0,3.8,6.59
2022-09-16,23:00,25.08,99.2,324,26.42,0.71,27.13,0,4.29,5.96
2022-09-16,22:00,25.11,99.23,297.5,26.58,0.72,27.2,0,4.31,5.93
2022-09-16,21:00,25.27,99.23,278.18,26.83,0.72,27.3,0,4.32,5.91
2022-09-16,20:00,25.21,99.23,256.5,27.1,0.72,27.36,0,4.31,5.87
2022-09-16,19:00,25.51,99.21,245.75,27.6,0.72,27.48,0,4.31,5.8
2022-09-16,18:00,26.2,99.18,231.75,28.04,0.74,27.63,3.91,4.34,5.72
2022-09-16,17:00,26.56,99.13,211,28.4,0.74,27.78,41.88,4.33,5.61
2022-09-16,16:00,27.15,99.12,201.58,28.98,0.75,28,78.92,4.31,5.55
2022-09-16,15:00,30.04,88.74,181.5,29.93,0.74,28.33,146.36,4.23,5.7
2022-09-16,14:00,32.27,78.11,172.25,29.94,0.75,28.63,264.92,3.86,5.75
